"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 06, 2017","29,820","29,840","30,599","29,600","548.13K","2.46%"
"Nov 03, 2017","29,104","29,300","29,690","28,607","577.66K","0.08%"
"Nov 02, 2017","29,081","28,000","29,081","27,405","908.36K","4.50%"
"Nov 01, 2017","27,828","27,600","28,110","27,356","630.09K","2.31%"
"Oct 31, 2017","27,200","26,390","27,774","26,390","1.05M","1.87%"
"Oct 30, 2017","26,700","26,600","26,888","26,300","741.91K","-0.50%"
"Oct 27, 2017","26,833","27,350","27,644","26,427","1.19M","-3.82%"
"Oct 26, 2017","27,900","26,794","28,486","26,762","1.01M","4.57%"
"Oct 25, 2017","26,680","26,725","27,125","26,131","801.12K","0.09%"
"Oct 24, 2017","26,657","27,400","28,327","26,561","1.40M","-2.84%"
"Oct 23, 2017","27,435","27,200","27,805","26,713","1.17M","1.88%"
"Oct 20, 2017","26,929","26,351","27,050","26,351","1.23M","4.26%"
"Oct 19, 2017","25,828","25,300","25,859","25,005","942.33K","1.66%"
"Oct 18, 2017","25,407","25,800","26,175","25,373","913.14K","-0.72%"
"Oct 17, 2017","25,590","25,480","25,999","25,297","486.93K","-0.43%"
"Oct 16, 2017","25,700","25,803","26,849","25,405","1.59M","1.22%"
"Oct 13, 2017","25,390","23,800","25,390","23,700","1.55M","7.74%"
"Oct 12, 2017","23,565","23,399","23,899","23,300","1.14M","0.49%"
"Oct 11, 2017","23,449","23,150","23,698","22,996","1.17M","2.05%"
"Oct 10, 2017","22,977","23,083","23,148","22,801","1.41M","-0.75%"
"Oct 09, 2017","23,151","23,000","23,401","22,805","899.42K","-0.53%"
"Oct 06, 2017","23,275","24,000","24,432","23,275","882.44K","-3.84%"
"Oct 05, 2017","24,204","23,290","24,438","23,289","994.09K","2.69%"
"Oct 04, 2017","23,571","23,300","23,700","22,919","1.08M","-0.21%"
"Oct 03, 2017","23,621","23,100","23,881","22,700","720.35K","2.70%"
"Oct 02, 2017","23,000","22,061","23,102","22,061","658.36K","4.35%"
"Sep 29, 2017","22,041","21,550","22,171","21,405","692.24K","3.00%"
"Sep 28, 2017","21,400","21,777","21,777","21,296","1.04M","-2.19%"
"Sep 27, 2017","21,880","21,702","22,384","21,699","526.24K","0.82%"
"Sep 26, 2017","21,702","21,202","21,800","21,202","1.01M","0.81%"
"Sep 22, 2017","21,527","21,320","21,749","21,126","1.19M","-0.12%"
"Sep 21, 2017","21,553","20,890","21,898","20,765","1.28M","1.95%"
"Sep 20, 2017","21,141","20,799","21,238","20,732","545.64K","0.67%"
"Sep 19, 2017","21,000","21,346","21,542","20,867","677.76K","-1.87%"
"Sep 18, 2017","21,400","21,990","21,990","20,970","856.99K","-2.93%"
"Sep 15, 2017","22,047","21,200","22,047","20,701","1.28M","4.00%"
"Sep 14, 2017","21,200","21,349","21,349","20,950","654.20K","-1.85%"
"Sep 13, 2017","21,600","21,700","21,970","21,365","514.72K","-0.46%"
"Sep 12, 2017","21,700","21,520","21,840","21,371","469.56K","0.84%"
"Sep 11, 2017","21,520","21,482","21,600","21,132","576.61K","0.18%"
"Sep 08, 2017","21,482","21,200","21,889","21,161","621.77K","-0.13%"
"Sep 07, 2017","21,509","20,600","21,900","20,571","854.21K","3.21%"
"Sep 06, 2017","20,840","21,595","21,595","20,840","771.01K","-2.84%"
"Sep 05, 2017","21,450","21,834","21,990","21,450","334.06K","-1.55%"
"Sep 04, 2017","21,787","21,360","21,984","21,360","290.31K","-0.90%"
"Sep 01, 2017","21,985","21,582","22,000","21,396","341.56K","2.88%"
"Aug 31, 2017","21,369","20,800","21,931","20,800","695.98K","3.20%"
"Aug 30, 2017","20,706","20,806","21,170","20,560","334.54K","-0.48%"
"Aug 29, 2017","20,806","20,500","20,806","20,444","415.62K","0.51%"
"Aug 28, 2017","20,701","20,580","20,991","20,217","385.31K","0.25%"
"Aug 25, 2017","20,649","19,921","21,000","19,586","866.44K","3.45%"
"Aug 24, 2017","19,961","19,375","19,961","19,135","436.98K","3.02%"
"Aug 23, 2017","19,375","19,375","19,429","19,103","558.87K","-0.28%"
"Aug 22, 2017","19,430","19,494","19,777","19,150","471.45K","0.61%"
"Aug 21, 2017","19,313","19,245","19,466","19,175","562.48K","2.00%"
"Aug 18, 2017","18,934","18,351","18,934","18,301","381.74K","1.85%"
"Aug 17, 2017","18,590","18,730","19,269","18,455","808.76K","0.25%"
"Aug 16, 2017","18,544","18,355","18,587","17,935","723.12K","-5.56%"
"Aug 15, 2017","19,635","19,733","19,947","19,594","601.75K","-1.77%"
"Aug 14, 2017","19,988","19,899","20,063","19,692","333.35K","0.44%"
"Aug 11, 2017","19,900","19,820","20,112","19,595","478.30K","-2.46%"
"Aug 10, 2017","20,402","20,489","20,586","20,100","517.07K","1.42%"
"Aug 08, 2017","20,116","20,220","20,644","19,801","571.78K","-1.59%"
"Aug 07, 2017","20,440","20,900","21,899","20,000","870.41K","-0.44%"
"Aug 04, 2017","20,530","20,123","20,685","20,123","393.81K","2.65%"
"Aug 03, 2017","20,000","19,700","20,033","19,336","328.00K","1.52%"
"Aug 02, 2017","19,700","19,740","19,880","19,250","683.97K","-0.20%"
"Aug 01, 2017","19,740","19,800","19,950","19,313","784.39K","0.46%"
"Jul 31, 2017","19,650","19,642","20,198","19,533","722.28K","2.68%"
"Jul 28, 2017","19,137","19,781","19,900","18,918","704.12K","-3.26%"
"Jul 27, 2017","19,781","19,450","19,948","19,069","430.66K","1.96%"
"Jul 26, 2017","19,400","20,510","20,791","19,183","949.12K","-4.43%"
"Jul 25, 2017","20,300","18,260","20,302","18,260","1.88M","17.34%"
"Jul 24, 2017","17,300","17,279","17,329","16,907","422.96K","-1.14%"
"Jul 21, 2017","17,499","17,406","17,520","16,969","420.87K","0.45%"
"Jul 20, 2017","17,421","17,600","17,990","17,331","243.57K","-1.02%"
"Jul 19, 2017","17,600","17,250","17,695","17,250","410.43K","2.18%"
"Jul 18, 2017","17,225","17,577","17,660","17,225","434.49K","-2.00%"
"Jul 17, 2017","17,577","17,320","17,792","17,000","719.73K","2.14%"
"Jul 14, 2017","17,208","17,700","17,799","16,553","690.96K","-0.82%"
"Jul 13, 2017","17,350","17,705","18,070","17,244","427.91K","-3.25%"
"Jul 12, 2017","17,932","17,453","17,950","17,154","431.20K","2.47%"
"Jul 11, 2017","17,500","17,700","17,950","17,112","755.72K","0.29%"
"Jul 10, 2017","17,450","17,850","17,850","16,816","517.46K","-1.07%"
"Jul 07, 2017","17,639","17,590","17,848","17,270","663.77K","1.46%"
"Jul 06, 2017","17,386","17,600","17,697","17,228","615.31K","-0.47%"
"Jul 05, 2017","17,468","17,500","17,939","17,249","429.53K","-0.03%"
"Jul 04, 2017","17,474","16,999","17,474","16,677","362.75K","0.07%"
"Jul 03, 2017","17,462","17,121","17,599","16,804","746.42K","1.99%"
"Jun 30, 2017","17,121","17,130","17,204","16,755","435.05K","1.91%"
"Jun 29, 2017","16,800","16,510","17,283","16,510","978.88K","4.78%"
"Jun 28, 2017","16,033","16,005","16,379","15,801","650.07K","1.27%"
"Jun 27, 2017","15,832","14,801","15,905","14,801","801.73K","7.98%"
"Jun 26, 2017","14,662","14,949","15,300","14,594","520.47K","0.42%"
"Jun 23, 2017","14,601","14,656","14,998","14,543","645.81K","-0.38%"
"Jun 22, 2017","14,656","14,465","14,848","14,211","934.17K","-0.64%"
"Jun 21, 2017","14,750","14,100","14,989","13,901","1.36M","4.03%"
"Jun 20, 2017","14,179","14,500","14,683","14,040","556.80K","-2.99%"
"Jun 19, 2017","14,616","14,429","14,998","14,400","500.91K","1.12%"
"Jun 15, 2017","14,454","15,252","15,400","14,454","1.40M","-7.35%"
"Jun 14, 2017","15,600","15,650","16,000","15,552","796.22K","0.16%"
"Jun 13, 2017","15,575","15,610","15,851","15,501","557.93K","-1.17%"
"Jun 12, 2017","15,760","15,600","16,450","15,600","679.93K","-0.25%"
"Jun 09, 2017","15,800","15,100","15,857","14,851","770.67K","4.36%"
"Jun 08, 2017","15,140","14,945","15,329","14,756","672.59K","0.93%"
"Jun 07, 2017","15,000","14,680","15,260","14,547","1.47M","1.01%"
"Jun 06, 2017","14,850","14,460","14,899","14,300","1.06M","2.41%"
"Jun 05, 2017","14,500","14,385","14,798","14,030","936.87K","-1.02%"
"Jun 02, 2017","14,650","14,900","14,900","14,001","988.37K","0.00%"
"Jun 01, 2017","14,650","15,500","15,500","14,500","825.67K","-6.72%"
"May 31, 2017","15,705","15,960","15,960","15,495","687.03K","-3.13%"
"May 30, 2017","16,213","15,920","16,489","15,752","305.64K","1.62%"
"May 29, 2017","15,955","15,500","16,054","15,500","132.29K","1.90%"
"May 26, 2017","15,657","15,630","15,950","15,513","400.53K","-2.06%"
"May 25, 2017","15,987","15,550","16,135","15,333","726.64K","0.49%"
"May 24, 2017","15,909","16,000","16,337","15,633","690.03K","-3.06%"
"May 23, 2017","16,411","16,500","16,868","16,356","455.81K","-1.88%"
"May 22, 2017","16,725","16,611","17,089","16,422","749.06K","2.61%"
"May 19, 2017","16,300","15,699","16,450","15,451","758.26K","6.71%"
"May 18, 2017","15,275","15,600","15,600","15,025","412.93K","-2.08%"
"May 17, 2017","15,600","16,163","16,435","15,600","892.63K","-2.55%"
"May 16, 2017","16,008","16,020","16,172","15,551","730.56K","2.14%"
"May 15, 2017","15,673","15,881","15,997","15,213","558.29K","-1.96%"
"May 12, 2017","15,987","15,542","15,987","15,393","470.75K","2.86%"
"May 11, 2017","15,542","15,150","15,892","14,911","670.72K","1.15%"
"May 10, 2017","15,366","15,798","15,798","15,258","560.95K","-0.81%"
"May 09, 2017","15,492","14,850","15,492","14,850","807.00K","4.68%"
"May 08, 2017","14,800","14,799","15,324","14,605","1.07M","-0.61%"
"May 05, 2017","14,891","15,000","15,481","14,302","2.43M","-4.24%"
"May 04, 2017","15,550","15,850","15,982","15,203","2.15M","-4.41%"
"May 03, 2017","16,268","17,040","17,317","16,268","718.96K","-5.31%"
"May 02, 2017","17,180","17,601","17,759","17,109","712.85K","-1.30%"
"Apr 28, 2017","17,406","17,610","17,699","17,000","1.01M","0.03%"
"Apr 26, 2017","17,400","18,025","18,197","16,841","1.30M","-2.43%"
"Apr 25, 2017","17,834","17,311","18,165","17,050","1.37M","1.02%"
"Apr 24, 2017","17,654","18,475","18,547","17,333","563.20K","-4.44%"
"Apr 21, 2017","18,475","18,399","18,714","18,135","1.22M","3.50%"
"Apr 20, 2017","17,850","17,827","18,077","17,404","888.09K","0.21%"
"Apr 19, 2017","17,812","17,449","18,127","17,125","1.23M","4.75%"
"Apr 18, 2017","17,004","18,174","18,200","17,004","1.05M","-8.89%"
"Apr 13, 2017","18,664","18,800","19,088","18,066","1.04M","-1.25%"
"Apr 12, 2017","18,900","20,500","20,500","18,757","943.26K","-7.58%"
"Apr 11, 2017","20,450","21,628","21,900","20,033","818.02K","-5.45%"
"Apr 10, 2017","21,628","21,650","22,140","21,203","440.79K","0.76%"
"Apr 07, 2017","21,465","21,915","22,299","21,011","644.63K","-4.19%"
"Apr 06, 2017","22,403","22,900","23,130","22,272","603.40K","-2.73%"
"Apr 05, 2017","23,032","21,500","23,032","21,499","845.85K","7.81%"
"Apr 04, 2017","21,364","21,220","21,600","21,051","446.83K","0.93%"
"Apr 03, 2017","21,167","20,750","21,494","20,201","669.63K","4.32%"
"Mar 31, 2017","20,291","21,000","21,189","20,148","490.16K","-2.71%"
"Mar 30, 2017","20,857","20,010","20,989","20,010","293.66K","2.03%"
"Mar 29, 2017","20,443","20,910","21,136","19,799","796.37K","0.36%"
"Mar 28, 2017","20,370","19,500","20,552","19,089","1.68M","6.46%"
"Mar 27, 2017","19,134","19,350","19,398","18,701","685.23K","-4.30%"
"Mar 24, 2017","19,994","20,490","20,490","19,567","369.93K","0.47%"
"Mar 23, 2017","19,900","20,100","20,695","19,848","361.42K","-1.48%"
"Mar 22, 2017","20,199","20,500","20,698","19,640","875.90K","-5.04%"
"Mar 20, 2017","21,272","21,750","21,750","21,110","141.16K","-1.53%"
"Mar 17, 2017","21,602","21,500","22,304","20,976","1.06M","0.01%"
"Mar 16, 2017","21,600","19,906","21,847","19,906","1.32M","10.41%"
"Mar 15, 2017","19,563","19,411","19,800","19,210","443.23K","2.59%"
"Mar 14, 2017","19,070","19,321","19,498","18,570","1.45M","0.53%"
"Mar 13, 2017","18,970","18,827","19,650","18,586","878.87K","2.44%"
"Mar 10, 2017","18,519","17,435","18,773","17,290","1.57M","6.22%"
"Mar 09, 2017","17,435","18,800","18,800","17,300","1.24M","-6.94%"
"Mar 08, 2017","18,736","19,243","19,499","18,564","880.13K","-2.63%"
"Mar 07, 2017","19,243","19,740","19,740","19,050","928.12K","-2.27%"
"Mar 06, 2017","19,689","20,600","20,840","19,262","633.82K","-4.30%"
"Mar 03, 2017","20,573","21,400","21,400","20,526","696.77K","-3.85%"
"Mar 02, 2017","21,396","22,100","22,410","21,396","512.06K","-3.69%"
"Mar 01, 2017","22,215","21,599","22,470","21,470","597.81K","3.57%"
"Feb 28, 2017","21,450","21,700","21,700","21,100","535.05K","-1.40%"
"Feb 27, 2017","21,755","20,834","21,792","20,834","474.29K","5.33%"
"Feb 24, 2017","20,654","21,720","21,849","20,351","939.98K","-5.69%"
"Feb 23, 2017","21,900","22,040","22,450","21,550","878.87K","-0.68%"
"Feb 22, 2017","22,050","22,050","22,197","21,545","973.98K","0.10%"
"Feb 21, 2017","22,028","21,401","22,169","21,401","433.73K","3.19%"
"Feb 20, 2017","21,347","21,535","22,253","21,028","737.72K","-0.87%"
"Feb 17, 2017","21,535","20,971","21,777","20,971","635.49K","2.69%"
"Feb 16, 2017","20,971","20,997","21,787","20,801","912.18K","0.11%"
"Feb 15, 2017","20,948","20,956","21,732","20,821","525.17K","0.06%"
"Feb 14, 2017","20,935","21,880","22,099","20,550","1.45M","-7.16%"
"Feb 13, 2017","22,550","21,536","22,633","21,351","1.08M","6.37%"
"Feb 10, 2017","21,200","20,400","21,257","20,351","990.02K","7.51%"
"Feb 09, 2017","19,720","20,300","20,600","19,360","665.02K","-2.38%"
"Feb 08, 2017","20,200","20,000","20,600","19,715","567.06K","1.76%"
"Feb 07, 2017","19,850","19,830","20,200","19,225","717.06K","0.89%"
"Feb 06, 2017","19,674","19,500","20,493","19,300","949.07K","0.35%"
"Feb 03, 2017","19,605","20,799","21,199","19,439","1.25M","-7.96%"
"Feb 02, 2017","21,300","21,890","21,950","20,870","1.02M","-3.17%"
"Feb 01, 2017","21,998","20,700","21,998","20,371","674.42K","6.27%"
"Jan 31, 2017","20,700","19,700","20,750","19,450","642.94K","4.01%"
"Jan 30, 2017","19,901","19,890","20,250","19,520","475.43K","1.07%"
"Jan 27, 2017","19,691","20,000","20,483","19,614","625.23K","-1.41%"
"Jan 26, 2017","19,972","19,500","20,798","19,250","895.14K","4.16%"
"Jan 25, 2017","19,174","17,655","19,847","17,599","1.26M","9.57%"
"Jan 24, 2017","17,500","16,655","17,500","16,655","646.01K","5.46%"
"Jan 23, 2017","16,594","15,400","16,646","15,400","441.78K","7.75%"
"Jan 20, 2017","15,401","16,400","16,500","15,262","343.04K","-6.56%"
"Jan 19, 2017","16,482","16,480","16,678","16,300","178.01K","0.00%"
"Jan 18, 2017","16,482","16,751","16,751","16,112","358.59K","-0.69%"
"Jan 17, 2017","16,596","16,970","16,995","16,444","268.81K","-2.38%"
"Jan 16, 2017","17,001","16,750","17,134","16,750","459.47K","1.90%"
"Jan 13, 2017","16,684","16,500","17,190","16,413","409.14K","0.14%"
"Jan 12, 2017","16,660","17,000","17,200","16,449","403.08K","-1.42%"
"Jan 11, 2017","16,900","16,600","16,995","16,500","435.84K","2.30%"
"Jan 10, 2017","16,520","16,251","16,780","16,101","657.78K","3.25%"
"Jan 09, 2017","16,000","16,150","16,450","15,882","365.35K","-1.28%"
"Jan 06, 2017","16,207","16,450","16,450","16,122","179.72K","-1.47%"
"Jan 05, 2017","16,448","16,656","16,989","16,162","375.07K","-0.92%"
"Jan 04, 2017","16,600","16,689","16,975","16,400","419.79K","0.61%"
"Jan 03, 2017","16,500","16,172","16,642","15,975","286.95K","3.77%"
"Dec 30, 2016","15,900","15,995","15,995","15,813","106.87K","-0.57%"
"Dec 29, 2016","15,991","16,124","16,548","15,991","193.51K","-1.41%"
"Dec 28, 2016","16,220","15,801","16,347","15,801","166.24K","2.93%"
"Dec 23, 2016","15,759","15,900","15,900","15,606","101.62K","-1.30%"
"Dec 22, 2016","15,966","16,799","16,799","15,838","288.49K","-4.11%"
"Dec 21, 2016","16,650","17,220","17,235","16,250","803.01K","-2.63%"
"Dec 20, 2016","17,100","17,400","17,400","16,902","433.85K","-1.22%"
"Dec 19, 2016","17,312","17,220","17,399","16,900","861.18K","0.45%"
"Dec 15, 2016","17,235","18,200","18,945","17,200","1.47M","-6.84%"
"Dec 14, 2016","18,501","17,000","18,930","16,960","1.45M","7.41%"
"Dec 13, 2016","17,224","16,650","17,500","16,402","876.69K","4.86%"
"Dec 12, 2016","16,426","16,700","17,150","16,366","340.53K","-1.64%"
"Dec 09, 2016","16,700","17,325","17,440","16,531","545.53K","-3.24%"
"Dec 08, 2016","17,260","16,850","17,391","16,251","314.55K","3.65%"
"Dec 07, 2016","16,652","16,770","16,973","16,543","348.36K","1.11%"
"Dec 06, 2016","16,470","16,750","17,000","16,146","482.31K","-1.67%"
"Dec 05, 2016","16,750","16,000","16,979","16,000","631.29K","6.01%"
"Dec 02, 2016","15,800","16,492","16,899","15,732","407.48K","-4.05%"
"Dec 01, 2016","16,467","16,800","17,093","16,101","838.43K","-0.80%"
"Nov 30, 2016","16,600","16,420","16,779","15,964","946.83K","-1.19%"
"Nov 29, 2016","16,800","16,850","17,250","16,606","403.73K","-1.65%"
"Nov 28, 2016","17,081","17,289","17,487","16,800","378.62K","-0.61%"
"Nov 25, 2016","17,186","17,092","17,300","16,903","352.63K","1.35%"
"Nov 24, 2016","16,957","16,800","17,296","16,700","740.69K","1.84%"
"Nov 23, 2016","16,651","16,555","17,216","16,280","367.71K","1.11%"
"Nov 22, 2016","16,469","16,400","16,899","15,966","575.63K","3.58%"
"Nov 21, 2016","15,900","15,701","16,300","15,701","622.65K","1.89%"
"Nov 18, 2016","15,605","16,686","16,747","15,500","817.56K","-7.11%"
"Nov 17, 2016","16,800","16,171","17,283","16,171","1.27M","5.36%"
"Nov 16, 2016","15,945","15,306","16,491","14,851","1.42M","2.67%"
"Nov 15, 2016","15,530","16,526","16,797","15,382","1.05M","-9.97%"
"Nov 14, 2016","17,250","16,450","18,183","16,450","799.93K","5.30%"
"Nov 11, 2016","16,382","16,600","16,962","15,764","905.84K","-1.49%"
"Nov 10, 2016","16,630","15,525","16,815","15,235","707.03K","10.87%"
"Nov 09, 2016","15,000","14,223","15,189","13,510","924.44K","4.17%"
"Nov 08, 2016","14,400","13,698","14,400","13,635","712.83K","6.07%"
"Nov 07, 2016","13,576","13,502","13,890","13,502","199.17K","-0.79%"
"Nov 04, 2016","13,684","13,755","14,049","13,295","620.50K","-1.55%"
"Nov 03, 2016","13,899","14,149","14,149","13,524","620.49K","-1.77%"
"Nov 02, 2016","14,149","13,700","14,154","13,573","678.22K","1.60%"
"Nov 01, 2016","13,926","13,500","13,950","13,500","773.87K","1.89%"
"Oct 31, 2016","13,668","13,706","13,935","13,470","219.15K","-0.41%"
"Oct 28, 2016","13,724","13,702","13,842","13,363","491.58K","1.83%"
"Oct 27, 2016","13,478","13,549","13,867","13,445","829.36K","-0.16%"
"Oct 26, 2016","13,500","13,350","13,549","13,246","606.87K","2.14%"
"Oct 25, 2016","13,217","13,649","13,897","13,070","1.05M","1.36%"
"Oct 24, 2016","13,040","12,800","13,162","12,800","697.70K","2.15%"
"Oct 21, 2016","12,766","12,435","12,881","12,405","382.45K","1.97%"
"Oct 20, 2016","12,519","12,811","12,900","12,303","178.96K","-0.44%"
"Oct 19, 2016","12,574","12,799","13,021","12,573","317.09K","-1.76%"
"Oct 18, 2016","12,799","12,650","13,000","12,292","563.06K","1.88%"
"Oct 17, 2016","12,563","12,500","12,772","12,253","348.71K","0.70%"
"Oct 14, 2016","12,476","12,460","12,900","12,207","293.27K","0.81%"
"Oct 13, 2016","12,376","12,600","13,425","12,201","327.62K","-1.82%"
"Oct 12, 2016","12,606","12,701","12,919","12,540","372.33K","-2.40%"
"Oct 11, 2016","12,916","12,250","12,959","12,246","491.56K","6.07%"
"Oct 10, 2016","12,177","11,885","12,400","11,821","444.55K","2.58%"
"Oct 07, 2016","11,871","11,955","12,199","11,862","282.50K","-0.72%"
"Oct 06, 2016","11,957","11,750","12,186","11,750","600.69K","1.77%"
"Oct 05, 2016","11,749","11,800","11,800","11,106","573.53K","3.19%"
"Oct 04, 2016","11,386","11,978","12,309","11,376","594.55K","-4.70%"
