"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 12, 2017","35,820","35,900","36,699","35,311","938.66K","-0.78%"
"Dec 11, 2017","36,103","34,100","36,138","34,100","574.01K","3.15%"
"Dec 08, 2017","35,000","34,400","35,249","33,808","1.21M","1.16%"
"Dec 07, 2017","34,600","32,549","34,600","31,703","957.55K","5.23%"
"Dec 06, 2017","32,880","32,000","32,880","31,507","1.01M","1.01%"
"Dec 05, 2017","32,550","32,398","32,947","30,972","841.64K","0.47%"
"Dec 04, 2017","32,398","33,400","33,494","31,700","674.87K","-0.34%"
"Dec 01, 2017","32,510","32,300","33,136","31,867","673.37K","-0.06%"
"Nov 30, 2017","32,528","31,700","33,312","30,814","6.31M","3.02%"
"Nov 29, 2017","31,575","31,111","33,375","30,416","1.54M","1.86%"
"Nov 28, 2017","30,998","32,645","33,289","30,710","1.54M","-5.56%"
"Nov 27, 2017","32,822","31,691","33,404","31,690","1.36M","4.16%"
"Nov 24, 2017","31,511","31,999","32,498","31,236","451.79K","-0.16%"
"Nov 23, 2017","31,562","32,655","32,898","31,482","573.13K","-3.33%"
"Nov 22, 2017","32,650","31,654","32,724","31,503","937.90K","3.15%"
"Nov 21, 2017","31,654","30,125","31,673","29,760","1.20M","5.51%"
"Nov 20, 2017","30,000","29,500","30,150","29,391","590.85K","2.12%"
"Nov 17, 2017","29,376","29,400","30,197","28,843","936.98K","1.58%"
"Nov 16, 2017","28,918","29,390","29,606","28,918","673.41K","-0.28%"
"Nov 15, 2017","29,000","29,000","29,880","28,700","769.40K","-2.28%"
"Nov 14, 2017","29,676","28,900","30,100","28,857","1.31M","3.04%"
"Nov 13, 2017","28,800","29,432","29,834","28,379","894.11K","-2.15%"
"Nov 10, 2017","29,432","29,648","30,200","29,124","677.57K","-1.73%"
"Nov 09, 2017","29,949","28,995","30,099","28,616","899.29K","2.57%"
"Nov 08, 2017","29,200","29,700","29,798","28,700","1.35M","-2.67%"
"Nov 07, 2017","30,000","30,300","30,300","29,581","844.00K","0.60%"
