"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 03, 2017","13,708","13,969","13,969","13,674","2.74M","-0.81%"
"Oct 02, 2017","13,820","14,000","14,000","13,728","1.92M","-0.58%"
"Sep 29, 2017","13,900","13,856","13,900","13,659","2.97M","1.31%"
"Sep 28, 2017","13,720","13,600","13,763","13,552","3.22M","0.88%"
"Sep 27, 2017","13,600","13,650","13,765","13,493","2.39M","-0.64%"
"Sep 26, 2017","13,687","13,918","14,094","13,568","2.12M","-1.95%"
"Sep 22, 2017","13,959","13,949","14,076","13,742","2.29M","0.79%"
"Sep 21, 2017","13,849","14,038","14,075","13,816","7.74M","-2.02%"
"Sep 20, 2017","14,134","13,800","14,134","13,740","3.10M","2.53%"
"Sep 19, 2017","13,785","13,937","13,947","13,673","1.88M","-0.62%"
