"Date","Price","Open","High","Low","Change %"
"May 13, 2016","15.4050","15.0075","15.4325","15.0075","2.40%"
"May 12, 2016","15.0439","15.0379","15.1721","14.8949","0.07%"
"May 11, 2016","15.0340","15.1178","15.3175","15.0188","-0.55%"
"May 10, 2016","15.1172","15.1635","15.3932","15.0900","-0.42%"
"May 09, 2016","15.1811","14.9034","15.2184","14.7272","2.07%"
"May 06, 2016","14.8729","14.9592","15.1735","14.8348","-0.63%"
"May 05, 2016","14.9677","14.9807","15.1695","14.7715","-0.09%"
"May 04, 2016","14.9813","14.6252","15.1042","14.6105","2.33%"
"May 03, 2016","14.6406","14.2600","14.6683","14.2084","2.55%"
"May 02, 2016","14.2765","14.2175","14.3685","14.1817","0.30%"
"Apr 29, 2016","14.2345","14.2875","14.2998","14.1029","-0.30%"
"Apr 28, 2016","14.2767","14.4028","14.5799","14.2454","-0.95%"
"Apr 27, 2016","14.4133","14.3950","14.6245","14.3642","0.07%"
"Apr 26, 2016","14.4028","14.4492","14.5447","14.3560","-0.33%"
"Apr 25, 2016","14.4512","14.4238","14.5598","14.3726","0.36%"
"Apr 22, 2016","14.4000","14.3233","14.4455","14.2542","0.54%"
"Apr 21, 2016","14.3230","14.2000","14.3675","14.1716","0.81%"
"Apr 20, 2016","14.2078","14.2778","14.3838","14.1702","-0.38%"
"Apr 19, 2016","14.2616","14.4825","14.5025","14.1885","-1.58%"
"Apr 18, 2016","14.4910","14.6235","14.7611","14.4585","-0.54%"
"Apr 15, 2016","14.5697","14.5405","14.6565","14.4747","0.14%"
"Apr 14, 2016","14.5498","14.5339","14.7305","14.4431","0.11%"
"Apr 13, 2016","14.5339","14.7062","14.8124","14.5124","-1.15%"
"Apr 12, 2016","14.7037","14.7460","14.7935","14.6409","-0.22%"
"Apr 11, 2016","14.7360","14.9833","15.0175","14.6375","-1.63%"
"Apr 08, 2016","14.9800","15.2478","15.2700","14.9162","-1.81%"
"Apr 07, 2016","15.2563","15.0775","15.2855","15.0009","1.14%"
"Apr 06, 2016","15.0841","15.0975","15.3045","14.9865","-0.05%"
"Apr 05, 2016","15.0911","14.7823","15.1835","14.7515","2.11%"
"Apr 04, 2016","14.7798","14.6750","14.8169","14.6211","0.60%"
"Apr 01, 2016","14.6920","14.7473","14.9495","14.6136","-0.52%"
"Mar 31, 2016","14.7687","14.9306","14.9750","14.6205","-1.12%"
"Mar 30, 2016","14.9356","15.1775","15.2343","14.8069","-1.54%"
"Mar 29, 2016","15.1690","15.4653","15.5578","15.0951","-1.81%"
"Mar 28, 2016","15.4486","15.4533","15.6365","15.3816","-0.04%"
"Mar 25, 2016","15.4548","15.4417","15.5163","15.4087","-0.03%"
"Mar 24, 2016","15.4588","15.3467","15.5892","15.3177","0.66%"
"Mar 23, 2016","15.3580","15.2025","15.4224","15.1806","0.93%"
"Mar 22, 2016","15.2162","15.1948","15.3865","15.1655","-0.02%"
"Mar 21, 2016","15.2190","15.2753","15.4534","15.1385","-0.25%"
"Mar 18, 2016","15.2575","15.1623","15.4168","15.1125","0.59%"
"Mar 17, 2016","15.1675","15.6550","15.7450","15.0550","-3.16%"
"Mar 16, 2016","15.6629","15.9137","16.2465","15.6180","-1.64%"
"Mar 15, 2016","15.9241","15.5106","16.0415","15.5040","2.55%"
"Mar 14, 2016","15.5277","15.2062","15.5985","15.1525","1.74%"
"Mar 11, 2016","15.2627","15.4031","15.4375","15.1405","-0.96%"
"Mar 10, 2016","15.4107","15.1971","15.4705","15.0216","1.29%"
