"Date","Price","Open","High","Low","Change %"
"Oct 19, 2017","13.4850","13.5850","13.5990","13.4713","-0.70%"
"Oct 18, 2017","13.5797","13.3950","13.6000","13.3875","1.38%"
"Oct 17, 2017","13.3950","13.3202","13.4721","13.2900","0.57%"
"Oct 16, 2017","13.3192","13.2842","13.3570","13.2643","0.40%"
"Oct 13, 2017","13.2663","13.4847","13.4987","13.2511","-1.60%"
"Oct 12, 2017","13.4817","13.5288","13.5538","13.4020","-0.32%"
"Oct 11, 2017","13.5253","13.6950","13.7275","13.5102","-1.31%"
"Oct 10, 2017","13.7045","13.8125","13.8175","13.6223","-0.70%"
"Oct 09, 2017","13.8007","13.7438","13.8700","13.7045","0.19%"
"Oct 06, 2017","13.7750","13.6902","13.8175","13.6542","0.63%"
"Oct 05, 2017","13.6882","13.5694","13.7000","13.5541","0.91%"
"Oct 04, 2017","13.5650","13.6450","13.6983","13.5451","-0.68%"
"Oct 03, 2017","13.6576","13.6057","13.7783","13.5792","0.37%"
"Oct 02, 2017","13.6075","13.5644","13.6653","13.5551","0.38%"
"Sep 29, 2017","13.5561","13.5198","13.5869","13.4291","0.23%"
"Sep 28, 2017","13.5250","13.5854","13.7145","13.4990","-0.47%"
"Sep 27, 2017","13.5884","13.3674","13.6099","13.3575","1.59%"
"Sep 26, 2017","13.3757","13.3259","13.4300","13.2698","0.35%"
"Sep 25, 2017","13.3297","13.2803","13.3686","13.2267","0.65%"
"Sep 22, 2017","13.2438","13.2692","13.3340","13.1629","-0.29%"
"Sep 21, 2017","13.2818","13.3412","13.4114","13.2377","-0.38%"
"Sep 20, 2017","13.3330","13.3252","13.3850","13.1922","0.05%"
"Sep 19, 2017","13.3267","13.2993","13.3550","13.2670","0.15%"
"Sep 18, 2017","13.3074","13.1639","13.3208","13.1290","1.08%"
"Sep 15, 2017","13.1658","13.1313","13.2335","13.0903","0.34%"
"Sep 14, 2017","13.1213","13.1305","13.2667","13.1001","-0.09%"
"Sep 13, 2017","13.1332","13.0252","13.1926","12.9750","0.95%"
"Sep 12, 2017","13.0100","12.9813","13.0625","12.8816","0.23%"
"Sep 11, 2017","12.9795","12.9317","13.0050","12.8741","0.32%"
"Sep 08, 2017","12.9376","12.7950","12.9834","12.7550","1.02%"
"Sep 07, 2017","12.8065","12.7858","12.8790","12.7596","0.25%"
"Sep 06, 2017","12.7750","12.9150","12.9607","12.7440","-1.03%"
"Sep 05, 2017","12.9075","12.9374","12.9957","12.8541","-0.52%"
"Sep 04, 2017","12.9750","12.9305","12.9875","12.9162","0.26%"
"Sep 01, 2017","12.9417","13.0152","13.0351","12.8608","-0.49%"
"Aug 31, 2017","13.0052","13.0275","13.0950","12.9900","0.00%"
"Aug 30, 2017","13.0051","12.9877","13.1145","12.9708","0.16%"
"Aug 29, 2017","12.9847","13.0376","13.1275","12.9449","-0.58%"
"Aug 28, 2017","13.0602","13.0099","13.0900","12.9984","0.17%"
"Aug 25, 2017","13.0380","13.1950","13.2183","12.9904","-1.25%"
"Aug 24, 2017","13.2028","13.1604","13.2421","13.1275","0.32%"
"Aug 23, 2017","13.1606","13.2248","13.2840","13.1377","-0.48%"
"Aug 22, 2017","13.2242","13.1974","13.2474","13.1374","0.29%"
"Aug 21, 2017","13.1863","13.1567","13.2541","13.1474","0.19%"
"Aug 18, 2017","13.1614","13.2629","13.3250","13.1443","-0.75%"
"Aug 17, 2017","13.2614","13.1809","13.2710","13.1268","0.63%"
"Aug 16, 2017","13.1789","13.3140","13.3440","13.1673","-0.98%"
"Aug 15, 2017","13.3098","13.3300","13.4213","13.2779","-0.14%"
"Aug 14, 2017","13.3280","13.4797","13.4797","13.2693","-0.85%"
"Aug 11, 2017","13.4418","13.4688","13.5296","13.3995","-0.15%"
"Aug 10, 2017","13.4624","13.4550","13.4852","13.3217","0.21%"
"Aug 09, 2017","13.4339","13.3853","13.5498","13.3550","0.44%"
"Aug 08, 2017","13.3750","13.2339","13.4286","13.1128","1.11%"
"Aug 07, 2017","13.2284","13.4250","13.4679","13.1850","-1.68%"
"Aug 04, 2017","13.4550","13.3973","13.4900","13.3016","0.39%"
"Aug 03, 2017","13.4031","13.2033","13.4355","13.1989","1.50%"
"Aug 02, 2017","13.2055","13.2705","13.3250","13.1841","-0.50%"
"Aug 01, 2017","13.2724","13.2235","13.3200","13.1598","0.70%"
"Jul 31, 2017","13.1803","13.0265","13.2600","12.9662","1.31%"
"Jul 28, 2017","13.0096","13.0067","13.0752","12.9756","0.07%"
"Jul 27, 2017","13.0008","12.8996","13.0647","12.8616","0.77%"
"Jul 26, 2017","12.9015","13.0781","13.0931","12.8791","-1.38%"
"Jul 25, 2017","13.0824","12.9614","13.1004","12.9157","0.94%"
"Jul 24, 2017","12.9607","12.9160","13.0250","12.8872","0.35%"
"Jul 21, 2017","12.9158","13.0362","13.0650","12.8750","-0.94%"
"Jul 20, 2017","13.0390","12.9010","13.0700","12.8836","0.88%"
"Jul 19, 2017","12.9250","12.9065","12.9695","12.8835","0.21%"
"Jul 18, 2017","12.8979","12.9480","12.9715","12.8759","-0.39%"
"Jul 17, 2017","12.9487","13.0323","13.0941","12.8999","-0.65%"
"Jul 14, 2017","13.0332","13.2192","13.2777","12.9950","-1.34%"
"Jul 13, 2017","13.2102","13.2652","13.2900","13.1531","-0.35%"
"Jul 12, 2017","13.2567","13.5532","13.5727","13.2189","-2.29%"
"Jul 11, 2017","13.5667","13.4663","13.6353","13.4070","0.61%"
"Jul 10, 2017","13.4850","13.3850","13.5287","13.2838","0.67%"
"Jul 07, 2017","13.3950","13.4373","13.5367","13.2913","-0.36%"
"Jul 06, 2017","13.4430","13.3923","13.5250","13.3550","0.43%"
"Jul 05, 2017","13.3849","13.1918","13.5068","13.1517","1.48%"
"Jul 04, 2017","13.1892","13.2079","13.2820","13.1543","-0.20%"
"Jul 03, 2017","13.2150","13.0662","13.2550","13.0187","1.22%"
"Jun 30, 2017","13.0551","13.0193","13.1475","12.9675","0.29%"
"Jun 29, 2017","13.0168","12.9325","13.0903","12.8637","0.67%"
"Jun 28, 2017","12.9300","13.0223","13.0850","12.9162","-0.77%"
"Jun 27, 2017","13.0302","12.8635","13.0425","12.8037","1.30%"
"Jun 26, 2017","12.8635","12.9237","12.9483","12.8212","-0.53%"
"Jun 23, 2017","12.9318","12.9724","13.0320","12.9110","-0.33%"
"Jun 22, 2017","12.9750","13.0802","13.0850","12.9350","-0.80%"
"Jun 21, 2017","13.0802","13.0623","13.1413","13.0148","0.09%"
"Jun 20, 2017","13.0690","13.0125","13.1285","12.9313","0.49%"
"Jun 19, 2017","13.0050","12.7928","13.0581","12.7522","1.49%"
"Jun 16, 2017","12.8140","12.8709","12.9270","12.7897","-0.51%"
"Jun 15, 2017","12.8793","12.6254","12.9187","12.5875","1.97%"
"Jun 14, 2017","12.6310","12.7600","12.7885","12.5413","-1.04%"
"Jun 13, 2017","12.7640","12.8175","12.8375","12.7420","-0.45%"
"Jun 12, 2017","12.8218","12.9508","12.9510","12.7850","-1.00%"
"Jun 09, 2017","12.9510","12.9075","12.9675","12.8292","0.27%"
"Jun 08, 2017","12.9167","12.8450","12.9500","12.8044","0.60%"
"Jun 07, 2017","12.8393","12.8225","12.8965","12.7937","0.10%"
"Jun 06, 2017","12.8265","12.6993","12.8973","12.6868","0.97%"
"Jun 05, 2017","12.7035","12.8065","12.8553","12.6798","-0.84%"
"Jun 02, 2017","12.8115","12.8901","12.9750","12.7700","-0.57%"
"Jun 01, 2017","12.8850","13.1225","13.1500","12.8501","-1.71%"
"May 31, 2017","13.1090","13.1287","13.2175","12.9875","-0.18%"
"May 30, 2017","13.1323","12.9645","13.1850","12.9440","1.29%"
"May 29, 2017","12.9651","12.8740","13.0275","12.6450","0.74%"
"May 26, 2017","12.8699","12.9400","13.0006","12.8200","-0.46%"
"May 25, 2017","12.9295","12.8975","12.9502","12.8375","0.25%"
"May 24, 2017","12.8968","13.0800","13.1656","12.8790","-1.40%"
"May 23, 2017","13.0800","13.2200","13.3227","13.0198","-1.06%"
"May 22, 2017","13.2195","13.2525","13.2760","13.1350","-0.11%"
"May 19, 2017","13.2340","13.4191","13.4325","13.2000","-1.42%"
"May 18, 2017","13.4250","13.2055","13.5892","13.1765","1.69%"
"May 17, 2017","13.2014","13.0569","13.2244","13.0419","1.05%"
"May 16, 2017","13.0638","13.1800","13.1975","13.0323","-0.88%"
"May 15, 2017","13.1800","13.3825","13.3950","13.1528","-1.32%"
"May 12, 2017","13.3560","13.3695","13.4864","13.3112","-0.09%"
"May 11, 2017","13.3686","13.4733","13.5305","13.3140","-0.78%"
"May 10, 2017","13.4740","13.6337","13.6475","13.4275","-1.11%"
"May 09, 2017","13.6250","13.6160","13.7100","13.5602","0.02%"
"May 08, 2017","13.6220","13.4325","13.6482","13.4121","1.49%"
"May 05, 2017","13.4215","13.6538","13.7125","13.3987","-1.72%"
"May 04, 2017","13.6562","13.4335","13.6842","13.4050","1.63%"
"May 03, 2017","13.4373","13.3517","13.4413","13.3081","0.69%"
"May 02, 2017","13.3450","13.4006","13.4250","13.2625","-0.49%"
"May 01, 2017","13.4112","13.3563","13.4400","13.2883","0.31%"
"Apr 28, 2017","13.3693","13.3488","13.3982","13.2275","0.13%"
"Apr 27, 2017","13.3513","13.2818","13.3975","13.1722","0.52%"
"Apr 26, 2017","13.2825","13.0650","13.3852","13.0477","1.72%"
"Apr 25, 2017","13.0575","13.0185","13.1330","12.9675","0.33%"
"Apr 24, 2017","13.0150","13.1186","13.1186","12.8825","-0.89%"
"Apr 21, 2017","13.1313","13.1490","13.2004","13.0925","-0.14%"
"Apr 20, 2017","13.1500","13.2750","13.3000","13.1175","-0.98%"
"Apr 19, 2017","13.2800","13.2684","13.3871","13.2600","0.05%"
"Apr 18, 2017","13.2740","13.3413","13.4375","13.2475","-0.16%"
"Apr 17, 2017","13.2947","13.4275","13.4564","13.2795","-0.93%"
"Apr 14, 2017","13.4190","13.4681","13.4896","13.4050","-0.30%"
"Apr 13, 2017","13.4599","13.4687","13.6025","13.4085","-0.00%"
"Apr 12, 2017","13.4605","13.7945","13.8325","13.4542","-2.46%"
"Apr 11, 2017","13.8000","13.9588","13.9613","13.7600","-1.06%"
"Apr 10, 2017","13.9483","13.7526","13.9626","13.7407","1.37%"
"Apr 07, 2017","13.7600","13.7800","13.8475","13.7000","0.04%"
"Apr 06, 2017","13.7550","13.7983","13.8910","13.7050","-0.33%"
"Apr 05, 2017","13.8012","13.6283","13.8695","13.4663","1.30%"
"Apr 04, 2017","13.6238","13.6750","13.9509","13.4975","-0.51%"
"Apr 03, 2017","13.6943","13.4134","13.7517","13.3400","2.01%"
"Mar 31, 2017","13.4247","13.2750","13.6178","13.2629","0.98%"
"Mar 30, 2017","13.2950","13.0299","13.2950","12.7900","1.95%"
"Mar 29, 2017","13.0405","12.9812","13.1584","12.9001","0.31%"
"Mar 28, 2017","13.0000","12.7325","13.1068","12.7325","1.96%"
"Mar 27, 2017","12.7500","12.4213","12.8451","12.3094","2.50%"
"Mar 24, 2017","12.4396","12.4617","12.5275","12.4069","-0.13%"
"Mar 23, 2017","12.4556","12.5825","12.6125","12.4385","-0.88%"
"Mar 22, 2017","12.5665","12.6779","12.7375","12.5295","-0.91%"
"Mar 21, 2017","12.6817","12.6368","12.7113","12.5263","0.29%"
"Mar 20, 2017","12.6454","12.7206","12.7459","12.6160","-0.62%"
"Mar 17, 2017","12.7238","12.7765","12.8112","12.6926","-0.33%"
"Mar 16, 2017","12.7665","12.8125","12.8813","12.6806","-0.18%"
"Mar 15, 2017","12.7900","13.1460","13.1758","12.7550","-2.76%"
"Mar 14, 2017","13.1527","13.1345","13.2575","13.1150","0.06%"
"Mar 13, 2017","13.1450","13.2000","13.2041","13.0732","-0.14%"
"Mar 10, 2017","13.1628","13.3408","13.3485","13.1341","-1.30%"
"Mar 09, 2017","13.3358","13.1300","13.3775","13.1085","1.53%"
"Mar 08, 2017","13.1350","12.9695","13.1540","12.9387","1.24%"
"Mar 07, 2017","12.9745","13.0147","13.0447","12.9247","-0.31%"
"Mar 06, 2017","13.0150","13.0575","13.0833","12.9350","0.00%"
"Mar 03, 2017","13.0150","13.1480","13.1797","13.0001","-1.07%"
"Mar 02, 2017","13.1563","13.0274","13.1858","12.9970","1.01%"
"Mar 01, 2017","13.0247","13.1338","13.1700","12.9562","-0.80%"
"Feb 28, 2017","13.1299","13.0175","13.1502","12.9600","0.93%"
"Feb 27, 2017","13.0084","12.9545","13.0433","12.8775","0.37%"
"Feb 24, 2017","12.9600","12.8695","12.9975","12.8450","0.70%"
"Feb 23, 2017","12.8700","12.9709","13.0400","12.7955","-0.80%"
"Feb 22, 2017","12.9733","13.1286","13.1827","12.9355","-1.25%"
"Feb 21, 2017","13.1378","13.0525","13.2025","13.0300","0.72%"
"Feb 20, 2017","13.0433","13.0925","13.1875","13.0175","-0.17%"
"Feb 17, 2017","13.0650","13.0088","13.1625","12.9650","0.23%"
"Feb 16, 2017","13.0350","12.9057","13.0650","12.8952","0.92%"
"Feb 15, 2017","12.9160","13.1150","13.1700","12.9050","-1.45%"
"Feb 14, 2017","13.1064","13.3463","13.3550","13.0795","-1.73%"
"Feb 13, 2017","13.3365","13.3300","13.4080","13.2703","-0.17%"
"Feb 10, 2017","13.3588","13.4087","13.4488","13.3079","-0.34%"
"Feb 09, 2017","13.4050","13.4144","13.4975","13.3550","-0.07%"
"Feb 08, 2017","13.4149","13.4447","13.5340","13.3507","-0.30%"
"Feb 07, 2017","13.4550","13.2884","13.4750","13.2870","1.18%"
"Feb 06, 2017","13.2985","13.2625","13.4289","13.2440","0.15%"
"Feb 03, 2017","13.2788","13.3942","13.5013","13.2112","-0.89%"
"Feb 02, 2017","13.3987","13.4699","13.4849","13.3143","-0.57%"
"Feb 01, 2017","13.4750","13.4758","13.5450","13.3599","-0.00%"
"Jan 31, 2017","13.4751","13.5094","13.6185","13.3579","-0.23%"
"Jan 30, 2017","13.5058","13.4225","13.6904","13.4215","0.27%"
"Jan 27, 2017","13.4700","13.3550","13.5995","13.3250","0.86%"
"Jan 26, 2017","13.3552","13.2450","13.4335","13.1946","0.83%"
"Jan 25, 2017","13.2450","13.3829","13.4120","13.2250","-1.05%"
"Jan 24, 2017","13.3850","13.4750","13.5050","13.2850","-0.74%"
"Jan 23, 2017","13.4853","13.5825","13.6663","13.4743","-0.81%"
"Jan 20, 2017","13.5950","13.5573","13.6475","13.5012","0.26%"
"Jan 19, 2017","13.5591","13.6315","13.6875","13.5425","-0.53%"
"Jan 18, 2017","13.6319","13.4595","13.6396","13.4500","1.24%"
"Jan 17, 2017","13.4655","13.6715","13.7035","13.4124","-1.54%"
"Jan 16, 2017","13.6755","13.5125","13.7150","13.5018","1.26%"
"Jan 13, 2017","13.5050","13.5073","13.6015","13.4349","-0.01%"
"Jan 12, 2017","13.5065","13.7457","13.7950","13.4150","-1.73%"
"Jan 11, 2017","13.7443","13.7508","13.9900","13.6512","0.02%"
"Jan 10, 2017","13.7414","13.6700","13.7752","13.5908","0.52%"
"Jan 09, 2017","13.6700","13.7088","13.8075","13.6284","-0.47%"
"Jan 06, 2017","13.7350","13.5706","13.7831","13.5550","1.10%"
"Jan 05, 2017","13.5850","13.6176","13.7475","13.4850","-0.22%"
"Jan 04, 2017","13.6150","13.8325","13.8375","13.5775","-1.56%"
"Jan 03, 2017","13.8313","13.7293","13.8575","13.6874","0.63%"
"Jan 02, 2017","13.7450","13.7210","13.7825","13.6824","0.05%"
"Dec 30, 2016","13.7386","13.6175","13.8200","13.5497","0.91%"
"Dec 29, 2016","13.6150","13.8458","13.8850","13.5850","-1.73%"
"Dec 28, 2016","13.8549","13.9349","13.9663","13.8335","-0.50%"
"Dec 27, 2016","13.9240","14.0017","14.0225","13.8854","-0.62%"
"Dec 26, 2016","14.0104","14.0155","14.0725","13.9475","0.02%"
"Dec 23, 2016","14.0074","14.0255","14.0700","13.9350","-0.20%"
"Dec 22, 2016","14.0360","14.0010","14.0945","13.9150","0.22%"
"Dec 21, 2016","14.0050","13.9934","14.0250","13.9100","0.07%"
"Dec 20, 2016","13.9949","14.1490","14.1919","13.9150","-1.02%"
"Dec 19, 2016","14.1390","14.0725","14.1614","13.9572","0.42%"
"Dec 16, 2016","14.0800","13.9650","14.1375","13.8822","0.79%"
"Dec 15, 2016","13.9690","13.9227","14.1795","13.9111","0.26%"
"Dec 14, 2016","13.9333","13.6155","13.9857","13.5850","2.32%"
"Dec 13, 2016","13.6180","13.6078","13.7750","13.5357","0.01%"
"Dec 12, 2016","13.6162","13.8125","13.9075","13.5965","-1.54%"
"Dec 09, 2016","13.8296","13.6525","13.8550","13.6420","1.28%"
"Dec 08, 2016","13.6550","13.4750","13.8400","13.4637","1.34%"
"Dec 07, 2016","13.4750","13.6534","13.7049","13.4716","-1.27%"
"Dec 06, 2016","13.6482","13.7258","13.7950","13.5888","-0.55%"
"Dec 05, 2016","13.7243","13.8015","13.9855","13.7063","-0.59%"
"Dec 02, 2016","13.8061","14.1150","14.1850","13.7892","-2.12%"
"Dec 01, 2016","14.1050","14.0895","14.1603","13.9338","0.07%"
"Nov 30, 2016","14.0950","13.8858","14.1725","13.8625","1.55%"
"Nov 29, 2016","13.8800","13.7325","14.0890","13.7050","1.09%"
"Nov 28, 2016","13.7308","14.0747","14.0849","13.6954","-2.72%"
"Nov 25, 2016","14.1153","14.1684","14.2209","14.0406","-0.34%"
"Nov 24, 2016","14.1628","14.1612","14.2675","14.0923","0.08%"
"Nov 23, 2016","14.1512","14.0865","14.3085","14.0223","0.54%"
"Nov 22, 2016","14.0750","14.2325","14.2650","14.0150","-1.23%"
"Nov 21, 2016","14.2500","14.4647","14.4865","14.1610","-1.56%"
"Nov 18, 2016","14.4755","14.4350","14.6500","14.3207","0.28%"
"Nov 17, 2016","14.4350","14.2945","14.4400","14.2312","0.91%"
"Nov 16, 2016","14.3050","14.1673","14.3875","14.1100","0.92%"
"Nov 15, 2016","14.1750","14.4350","14.4450","14.1043","-1.79%"
"Nov 14, 2016","14.4329","14.4052","14.5202","14.1400","0.34%"
"Nov 11, 2016","14.3840","14.1385","14.4800","13.9733","1.83%"
"Nov 10, 2016","14.1250","13.4500","14.1950","13.3242","5.02%"
"Nov 09, 2016","13.4500","13.1846","13.8400","13.1749","1.97%"
"Nov 08, 2016","13.1900","13.3575","13.4525","13.1700","-1.26%"
"Nov 07, 2016","13.3587","13.5775","13.6774","13.3250","-1.59%"
"Nov 04, 2016","13.5750","13.4548","13.6454","13.4300","0.82%"
"Nov 03, 2016","13.4648","13.4725","13.5518","13.3749","0.01%"
"Nov 02, 2016","13.4633","13.6075","13.6773","13.3112","-1.06%"
"Nov 01, 2016","13.6075","13.4672","13.6875","13.4571","0.98%"
"Oct 31, 2016","13.4750","13.8338","13.8887","13.4674","-2.54%"
"Oct 28, 2016","13.8265","13.8654","13.9550","13.7850","-0.34%"
"Oct 27, 2016","13.8733","13.8863","14.0000","13.8075","-0.12%"
"Oct 26, 2016","13.8897","13.7663","13.9550","13.6950","0.96%"
"Oct 25, 2016","13.7581","13.9175","13.9527","13.7550","-1.12%"
"Oct 24, 2016","13.9143","14.0000","14.0300","13.8375","-0.49%"
"Oct 21, 2016","13.9834","13.9515","14.0950","13.9048","0.23%"
"Oct 20, 2016","13.9514","13.8335","13.9876","13.8250","0.84%"
"Oct 19, 2016","13.8350","13.8913","13.9585","13.8114","-0.46%"
"Oct 18, 2016","13.8984","14.1450","14.1600","13.8593","-1.75%"
"Oct 17, 2016","14.1460","14.3151","14.3724","14.1115","-1.21%"
"Oct 14, 2016","14.3193","14.2525","14.3335","14.0775","0.45%"
"Oct 13, 2016","14.2550","14.2191","14.3975","14.1049","0.18%"
"Oct 12, 2016","14.2291","14.3744","14.5084","14.0245","-1.02%"
"Oct 11, 2016","14.3759","13.8091","14.4500","13.7883","4.10%"
"Oct 10, 2016","13.8100","13.8588","13.9050","13.7312","-0.43%"
"Oct 07, 2016","13.8692","13.8844","14.0225","13.7330","-0.11%"
"Oct 06, 2016","13.8844","13.7238","13.9409","13.7151","1.21%"
"Oct 05, 2016","13.7182","13.8214","13.8474","13.6850","-0.84%"
"Oct 04, 2016","13.8350","13.6038","13.8571","13.5750","1.75%"
"Oct 03, 2016","13.5973","13.7700","13.7766","13.5542","-0.93%"
"Sep 30, 2016","13.7250","13.9263","14.0775","13.7045","-1.22%"
"Sep 29, 2016","13.8950","13.6179","14.0050","13.5950","2.06%"
"Sep 28, 2016","13.6150","13.4475","13.7385","13.3929","1.23%"
"Sep 27, 2016","13.4500","13.6958","13.7438","13.4367","-1.76%"
"Sep 26, 2016","13.6908","13.7109","13.7880","13.6199","-0.17%"
"Sep 23, 2016","13.7139","13.6538","13.7375","13.5343","0.50%"
"Sep 22, 2016","13.6450","13.5850","13.6850","13.3846","0.50%"
"Sep 21, 2016","13.5771","13.9175","13.9530","13.5417","-2.43%"
"Sep 20, 2016","13.9150","14.0064","14.0263","13.8295","-0.72%"
"Sep 19, 2016","14.0157","14.1819","14.2738","13.9593","-1.18%"
"Sep 16, 2016","14.1831","14.2583","14.3364","14.1050","-0.43%"
"Sep 15, 2016","14.2449","14.3250","14.3950","14.1031","-0.53%"
"Sep 14, 2016","14.3214","14.3862","14.4743","14.2250","-0.50%"
"Sep 13, 2016","14.3928","14.2277","14.5295","14.2161","1.18%"
"Sep 12, 2016","14.2250","14.4118","14.5916","14.2116","-1.35%"
"Sep 09, 2016","14.4196","14.1388","14.4825","14.1150","1.99%"
"Sep 08, 2016","14.1389","14.0211","14.1825","13.8325","0.81%"
"Sep 07, 2016","14.0250","13.9896","14.0985","13.9148","0.32%"
"Sep 06, 2016","13.9796","14.3781","14.4124","13.9626","-2.81%"
"Sep 05, 2016","14.3844","14.5014","14.5114","14.3314","-0.69%"
"Sep 02, 2016","14.4850","14.6168","14.6975","14.3625","-0.75%"
"Sep 01, 2016","14.5950","14.7185","14.7555","14.5550","-0.95%"
"Aug 31, 2016","14.7350","14.4867","14.7475","14.3950","1.73%"
"Aug 30, 2016","14.4850","14.3995","14.5691","14.3321","0.56%"
"Aug 29, 2016","14.4050","14.3450","14.5475","14.2542","0.21%"
"Aug 26, 2016","14.3750","14.2050","14.3850","13.9625","1.20%"
"Aug 25, 2016","14.2050","14.1950","14.3265","13.9538","0.28%"
"Aug 24, 2016","14.1650","14.0067","14.2875","13.8850","1.18%"
"Aug 23, 2016","14.0000","13.5737","14.0050","13.4312","3.10%"
"Aug 22, 2016","13.5787","13.4965","13.6600","13.4443","0.53%"
"Aug 19, 2016","13.5075","13.3615","13.5525","13.3486","1.00%"
"Aug 18, 2016","13.3734","13.3831","13.4100","13.2500","-0.01%"
"Aug 17, 2016","13.3750","13.4175","13.5400","13.3567","-0.35%"
"Aug 16, 2016","13.4225","13.2962","13.4362","13.2050","0.89%"
"Aug 15, 2016","13.3037","13.4760","13.5090","13.2500","-1.26%"
"Aug 12, 2016","13.4737","13.4086","13.5575","13.3150","0.48%"
"Aug 11, 2016","13.4100","13.2823","13.4550","13.2547","1.06%"
"Aug 10, 2016","13.2700","13.4100","13.4450","13.1950","-1.04%"
"Aug 09, 2016","13.4100","13.5775","13.6605","13.4000","-1.29%"
"Aug 08, 2016","13.5850","13.7170","13.7668","13.5650","-1.02%"
"Aug 05, 2016","13.7250","13.7040","13.8480","13.6230","0.15%"
"Aug 04, 2016","13.7050","13.9030","13.9675","13.6628","-1.49%"
"Aug 03, 2016","13.9123","13.9982","14.0775","13.8977","-0.63%"
"Aug 02, 2016","14.0012","13.9300","14.0400","13.9000","0.55%"
"Aug 01, 2016","13.9250","13.8688","13.9603","13.7725","0.32%"
"Jul 29, 2016","13.8800","14.1345","14.2093","13.8235","-1.87%"
"Jul 28, 2016","14.1450","14.2664","14.2975","14.1328","-0.77%"
"Jul 27, 2016","14.2550","14.3632","14.4250","14.2092","-0.70%"
"Jul 26, 2016","14.3550","14.3531","14.4765","14.2635","0.07%"
"Jul 25, 2016","14.3450","14.2825","14.4320","14.2675","0.42%"
"Jul 22, 2016","14.2850","14.2212","14.3875","14.1625","0.42%"
"Jul 21, 2016","14.2250","14.3475","14.3650","14.1608","-0.84%"
"Jul 20, 2016","14.3450","14.3448","14.4150","14.2480","0.07%"
"Jul 19, 2016","14.3350","14.2436","14.4750","14.2349","0.63%"
"Jul 18, 2016","14.2450","14.5766","14.5766","14.2244","-2.30%"
"Jul 15, 2016","14.5800","14.2150","14.6050","14.2121","2.50%"
"Jul 14, 2016","14.2250","14.4821","14.5072","14.1838","-1.79%"
"Jul 13, 2016","14.4850","14.3367","14.5150","14.3050","1.04%"
"Jul 12, 2016","14.3352","14.4562","14.4821","14.2750","-0.78%"
"Jul 11, 2016","14.4479","14.5295","14.6795","14.4225","-0.59%"
"Jul 08, 2016","14.5333","14.7826","14.8250","14.5115","-1.43%"
"Jul 07, 2016","14.7438","14.7213","14.8050","14.5921","0.06%"
"Jul 06, 2016","14.7350","14.7368","14.9564","14.7030","-0.10%"
"Jul 05, 2016","14.7500","14.5558","14.8595","14.5398","1.26%"
"Jul 04, 2016","14.5665","14.6078","14.6304","14.4557","0.04%"
"Jul 01, 2016","14.5603","14.7074","14.8075","14.4775","-0.98%"
"Jun 30, 2016","14.7050","14.8050","14.9995","14.6048","-0.57%"
"Jun 29, 2016","14.7895","15.1749","15.2175","14.7578","-2.64%"
"Jun 28, 2016","15.1900","15.4575","15.4950","15.1100","-1.74%"
"Jun 27, 2016","15.4590","15.0399","15.5695","15.0050","2.62%"
"Jun 24, 2016","15.0650","14.4026","15.6850","14.3000","4.58%"
"Jun 23, 2016","14.4050","14.6018","14.6350","14.3520","-1.44%"
"Jun 22, 2016","14.6155","14.7324","14.7861","14.5682","-0.73%"
"Jun 21, 2016","14.7224","14.8494","14.8686","14.6275","-0.79%"
"Jun 20, 2016","14.8394","15.1389","15.1389","14.7555","-1.87%"
"Jun 17, 2016","15.1215","15.3270","15.3647","15.1062","-1.43%"
"Jun 16, 2016","15.3410","15.2352","15.5475","15.1641","0.62%"
"Jun 15, 2016","15.2462","15.3211","15.3661","15.1564","-0.37%"
"Jun 14, 2016","15.3021","15.1543","15.4195","15.1228","0.93%"
"Jun 13, 2016","15.1611","15.2377","15.2625","15.0227","-0.45%"
"Jun 10, 2016","15.2300","14.7914","15.3055","14.7914","2.91%"
"Jun 09, 2016","14.8000","14.7322","14.8998","14.7285","0.43%"
"Jun 08, 2016","14.7359","14.9049","14.9855","14.6495","-1.15%"
"Jun 07, 2016","14.9068","14.8923","14.9625","14.7935","-0.00%"
"Jun 06, 2016","14.9073","15.0862","15.1940","14.8905","-1.23%"
"Jun 03, 2016","15.0930","15.5668","15.6185","15.0520","-3.09%"
"Jun 02, 2016","15.5742","15.6024","15.6785","15.5214","-0.19%"
"Jun 01, 2016","15.6042","15.7206","15.7495","15.5452","-0.69%"
"May 31, 2016","15.7131","15.8057","15.8695","15.6515","-0.66%"
"May 30, 2016","15.8176","15.6955","15.8855","15.6696","0.65%"
"May 27, 2016","15.7162","15.5211","15.7507","15.5077","1.26%"
"May 26, 2016","15.5214","15.6579","15.7045","15.4895","-0.97%"
"May 25, 2016","15.6735","15.6491","15.7865","15.4893","0.09%"
"May 24, 2016","15.6590","15.7222","15.8745","15.6102","-0.40%"
"May 23, 2016","15.7224","15.6934","15.7975","15.5300","0.58%"
"May 20, 2016","15.6323","15.8113","15.8395","15.6156","-1.07%"
"May 19, 2016","15.8013","15.8868","15.9945","15.7495","-0.42%"
"May 18, 2016","15.8676","15.5535","15.9357","15.5422","2.07%"
"May 17, 2016","15.5462","15.6460","15.7085","15.4994","-0.68%"
"May 16, 2016","15.6525","15.4675","15.7453","15.3743","1.61%"
