"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 16, 2016","85,736","84,927","86,246","84,556","471.75K","0.88%"
"Aug 15, 2016","84,992","86,500","86,876","84,988","549.80K","-1.71%"
"Aug 12, 2016","86,472","85,858","86,945","85,600","551.36K","1.49%"
"Aug 11, 2016","85,203","83,981","85,887","83,829","540.45K","1.87%"
"Aug 10, 2016","83,638","84,250","84,250","83,327","378.00K","-1.02%"
"Aug 08, 2016","84,497","87,000","87,000","84,289","473.18K","-2.71%"
"Aug 05, 2016","86,850","87,189","87,336","85,729","348.55K","0.32%"
"Aug 04, 2016","86,576","87,999","87,999","85,464","1.21M","-2.59%"
"Aug 02, 2016","88,874","88,100","89,191","88,050","1.55M","0.88%"
"Aug 01, 2016","88,100","89,900","89,900","87,365","568.18K","-0.14%"
"Jul 29, 2016","88,220","88,830","88,886","87,552","790.49K","-0.68%"
"Jul 28, 2016","88,828","88,500","90,775","88,499","1.23M","-0.17%"
"Jul 27, 2016","88,978","90,158","90,296","88,521","838.15K","-1.31%"
"Jul 26, 2016","90,158","90,450","91,382","90,158","535.33K","-0.32%"
"Jul 25, 2016","90,450","90,589","91,000","90,115","535.51K","0.11%"
"Jul 22, 2016","90,353","89,600","90,353","89,045","450.40K","0.53%"
"Jul 21, 2016","89,877","90,548","91,661","89,525","593.83K","-0.74%"
"Jul 20, 2016","90,548","90,289","91,135","90,013","347.53K","0.00%"
"Jul 19, 2016","90,548","90,968","91,101","89,750","260.87K","-0.46%"
"Jul 18, 2016","90,968","91,000","91,950","90,683","494.30K","-0.29%"
"Jul 15, 2016","91,237","90,500","92,307","90,500","418.55K","0.82%"
"Jul 14, 2016","90,498","92,239","92,500","90,498","515.44K","-1.89%"
"Jul 13, 2016","92,239","91,250","92,978","90,939","537.57K","1.19%"
"Jul 12, 2016","91,151","92,000","92,999","90,538","565.13K","-1.14%"
"Jul 11, 2016","92,199","91,585","92,938","91,169","345.96K","-0.43%"
"Jul 08, 2016","92,595","92,854","93,704","91,785","475.11K","-1.15%"
"Jul 07, 2016","93,675","93,700","94,030","92,500","798.32K","-0.03%"
"Jul 06, 2016","93,700","95,000","98,739","93,700","1.22M","-2.81%"
"Jul 05, 2016","96,411","94,539","97,569","94,539","1.21M","1.38%"
"Jul 04, 2016","95,103","94,900","95,495","94,267","625.24K","1.25%"
"Jul 01, 2016","93,933","95,000","97,000","93,924","524.63K","0.54%"
"Jun 30, 2016","93,424","93,303","94,750","93,093","556.24K","0.13%"
"Jun 29, 2016","93,303","92,500","94,586","92,250","519.76K","1.03%"
"Jun 28, 2016","92,350","91,300","92,846","91,169","1.35M","1.23%"
"Jun 27, 2016","91,224","89,718","91,224","88,500","1.36M","1.03%"
"Jun 24, 2016","90,297","88,000","92,276","86,580","1.80M","-1.07%"
"Jun 23, 2016","91,278","92,119","93,141","90,450","473.52K","-0.91%"
"Jun 22, 2016","92,119","92,000","92,403","91,059","712.65K","0.12%"
"Jun 21, 2016","92,009","91,600","92,296","91,045","401.83K","0.04%"
"Jun 20, 2016","91,975","91,036","92,599","90,639","764.27K","2.70%"
"Jun 17, 2016","89,553","90,100","90,145","89,100","403.84K","0.49%"
"Jun 15, 2016","89,119","88,354","89,586","88,354","2.19M","0.95%"
"Jun 14, 2016","88,276","89,481","89,989","88,276","599.62K","-1.66%"
"Jun 13, 2016","89,769","90,200","91,553","89,769","587.55K","-1.68%"
"Jun 10, 2016","91,300","92,291","92,291","90,546","414.01K","-0.75%"
"Jun 09, 2016","91,989","91,700","92,052","91,353","666.29K","0.57%"
"Jun 08, 2016","91,471","92,820","93,298","91,035","1.24M","-1.45%"
"Jun 07, 2016","92,820","93,462","93,462","92,456","326.72K","-0.03%"
"Jun 06, 2016","92,851","92,350","93,000","92,000","578.11K","-1.00%"
"Jun 03, 2016","93,792","93,601","94,664","92,937","916.39K","0.20%"
"Jun 02, 2016","93,601","94,100","94,100","93,339","429.08K","-0.53%"
"Jun 01, 2016","94,096","96,183","96,183","93,680","856.71K","-2.98%"
"May 31, 2016","96,990","97,000","98,406","96,310","527.73K","0.71%"
"May 30, 2016","96,310","96,056","96,807","95,759","238.25K","0.26%"
"May 27, 2016","96,056","95,470","96,134","94,931","515.39K","0.83%"
"May 26, 2016","95,261","96,703","96,895","95,107","991.07K","-1.06%"
"May 25, 2016","96,281","95,058","97,106","94,819","445.07K","1.19%"
"May 24, 2016","95,150","93,749","95,403","93,749","493.98K","1.49%"
"May 23, 2016","93,749","94,350","94,350","92,942","329.34K","-0.64%"
"May 20, 2016","94,350","94,423","95,472","94,350","584.93K","-0.45%"
"May 19, 2016","94,781","95,500","95,500","94,220","591.98K","-0.72%"
"May 18, 2016","95,470","94,200","96,511","94,200","682.47K","1.56%"
"May 17, 2016","94,002","95,440","96,169","93,630","935.44K","-1.26%"
"May 16, 2016","95,200","93,126","95,236","92,522","1.05M","3.54%"
"May 13, 2016","91,946","90,678","92,443","90,678","1.51M","0.27%"
"May 12, 2016","91,697","91,700","92,298","90,728","837.49K","-0.54%"
"May 11, 2016","92,191","92,667","93,627","92,191","316.58K","-0.51%"
"May 10, 2016","92,667","92,300","94,384","92,106","625.36K","1.00%"
"May 09, 2016","91,745","89,977","92,132","89,829","418.41K","2.09%"
"May 06, 2016","89,864","90,700","91,200","89,514","508.35K","-0.87%"
"May 05, 2016","90,655","88,662","90,998","88,662","905.03K","1.75%"
"May 04, 2016","89,100","88,100","89,341","87,885","689.38K","0.75%"
"May 03, 2016","88,439","86,690","89,750","86,690","1.10M","1.47%"
"Apr 29, 2016","87,157","86,410","87,396","86,062","850.04K","0.87%"
"Apr 28, 2016","86,409","87,000","87,999","86,008","791.14K","-0.52%"
"Apr 26, 2016","86,865","88,000","89,786","86,865","649.80K","-1.07%"
"Apr 25, 2016","87,802","85,710","88,185","85,710","409.49K","2.49%"
"Apr 22, 2016","85,668","85,392","85,999","85,117","680.65K","0.58%"
"Apr 21, 2016","85,175","87,202","87,403","84,926","1.15M","-2.48%"
"Apr 20, 2016","87,340","88,199","88,935","86,573","1.50M","-0.97%"
"Apr 19, 2016","88,199","88,257","88,700","87,698","777.59K","-0.07%"
"Apr 18, 2016","88,257","88,000","88,343","87,610","794.99K","0.58%"
"Apr 15, 2016","87,750","86,250","88,255","86,250","322.19K","1.74%"
"Apr 14, 2016","86,252","86,550","87,100","85,757","428.09K","-0.37%"
"Apr 13, 2016","86,571","87,864","88,085","86,500","498.86K","-0.65%"
"Apr 12, 2016","87,140","87,520","87,665","86,720","726.04K","-0.75%"
"Apr 11, 2016","87,800","87,885","88,387","87,500","1.35M","-0.44%"
"Apr 08, 2016","88,187","88,173","89,295","88,173","1.03M","-0.50%"
"Apr 07, 2016","88,633","88,300","88,923","87,191","659.98K","0.80%"
"Apr 06, 2016","87,927","87,803","88,307","87,179","546.02K","0.94%"
"Apr 05, 2016","87,105","86,100","87,605","86,100","627.63K","0.78%"
"Apr 04, 2016","86,428","85,312","86,695","85,312","478.75K","0.98%"
"Apr 01, 2016","85,593","85,688","86,472","84,429","618.05K","-0.54%"
"Mar 31, 2016","86,058","86,900","86,924","85,934","1.35M","-0.97%"
"Mar 30, 2016","86,900","87,100","87,996","86,620","1.94M","-0.40%"
"Mar 29, 2016","87,252","87,950","88,892","87,252","964.00K","-0.83%"
"Mar 24, 2016","87,986","87,989","88,052","86,724","1.05M","1.37%"
"Mar 23, 2016","86,799","86,316","87,112","85,840","1.37M","0.56%"
"Mar 22, 2016","86,316","87,500","87,799","86,000","850.17K","-2.25%"
"Mar 18, 2016","88,301","89,276","89,958","88,279","1.09M","-1.09%"
"Mar 17, 2016","89,276","90,501","91,499","88,023","2.51M","-1.90%"
"Mar 16, 2016","91,001","91,500","92,315","90,700","705.43K","-0.16%"
"Mar 15, 2016","91,148","88,893","91,493","88,390","644.80K","2.54%"
"Mar 14, 2016","88,893","86,800","88,893","86,800","696.47K","0.05%"
"Mar 11, 2016","88,848","87,690","88,900","87,000","816.05K","1.31%"
"Mar 10, 2016","87,700","87,500","87,996","86,164","643.21K","0.34%"
"Mar 09, 2016","87,400","87,400","88,784","87,154","1.50M","0.50%"
"Mar 08, 2016","86,965","87,317","88,316","86,170","474.82K","-0.56%"
"Mar 07, 2016","87,456","88,183","88,800","87,418","362.33K","-1.66%"
"Mar 04, 2016","88,930","87,500","89,039","87,212","757.26K","1.70%"
"Mar 03, 2016","87,443","86,001","87,742","86,001","503.43K","0.48%"
"Mar 02, 2016","87,029","86,940","87,866","86,350","723.29K","0.17%"
"Mar 01, 2016","86,880","86,099","87,713","85,200","691.41K","0.91%"
"Feb 29, 2016","86,099","86,300","87,682","85,664","471.69K","-0.79%"
"Feb 26, 2016","86,781","84,500","87,028","84,159","520.56K","3.76%"
"Feb 25, 2016","83,635","83,550","84,057","82,434","711.72K","0.65%"
"Feb 24, 2016","83,097","81,700","83,682","81,069","847.34K","1.22%"
"Feb 23, 2016","82,095","83,298","83,298","81,133","829.18K","-1.44%"
"Feb 22, 2016","83,298","83,861","84,699","82,849","667.97K","-0.53%"
"Feb 19, 2016","83,740","84,200","85,079","83,740","558.86K","-0.30%"
"Feb 18, 2016","83,990","86,396","86,396","83,812","361.29K","-2.78%"
"Feb 17, 2016","86,396","87,500","87,890","86,234","567.17K","0.19%"
"Feb 16, 2016","86,232","86,500","87,539","85,142","336.97K","-0.39%"
"Feb 15, 2016","86,573","84,000","87,000","84,000","486.14K","1.76%"
"Feb 12, 2016","85,077","83,500","85,278","83,500","673.22K","1.90%"
"Feb 11, 2016","83,492","84,780","86,400","82,872","559.37K","-1.52%"
"Feb 10, 2016","84,780","87,000","87,366","84,707","518.36K","-1.76%"
"Feb 09, 2016","86,297","86,552","88,095","86,100","1.19M","-0.29%"
"Feb 08, 2016","86,552","86,215","87,000","85,600","1.89M","-0.22%"
"Feb 05, 2016","86,746","86,500","87,480","85,700","372.18K","0.10%"
"Feb 04, 2016","86,660","89,990","89,990","86,215","757.02K","-3.73%"
"Feb 03, 2016","90,014","89,301","90,600","89,011","1.05M","1.28%"
"Feb 02, 2016","88,875","88,340","89,258","88,005","1.12M","0.62%"
"Feb 01, 2016","88,330","87,410","88,636","87,410","1.19M","1.05%"
"Jan 29, 2016","87,410","87,522","88,829","87,410","889.69K","-0.13%"
"Jan 28, 2016","87,522","87,000","88,442","87,000","683.93K","0.74%"
"Jan 27, 2016","86,881","86,048","87,400","85,978","706.33K","1.46%"
"Jan 26, 2016","85,631","85,050","85,919","84,756","1.04M","0.55%"
"Jan 25, 2016","85,164","85,500","85,994","84,960","872.39K","-0.11%"
"Jan 22, 2016","85,261","83,783","85,918","83,783","984.20K","1.76%"
"Jan 21, 2016","83,783","85,388","85,388","83,501","856.86K","-1.43%"
"Jan 20, 2016","85,000","85,502","86,101","84,121","1.05M","-1.65%"
"Jan 19, 2016","86,424","86,750","87,325","86,263","1.02M","-0.03%"
"Jan 18, 2016","86,448","85,120","87,201","85,120","529.18K","1.56%"
"Jan 15, 2016","85,118","86,496","86,497","84,604","2.50M","-1.37%"
"Jan 14, 2016","86,299","87,502","87,939","86,299","753.47K","-1.82%"
"Jan 13, 2016","87,900","88,000","88,524","87,613","1.09M","-0.11%"
"Jan 12, 2016","88,000","88,700","90,000","88,000","1.29M","-0.51%"
"Jan 11, 2016","88,455","88,100","89,053","86,543","686.30K","3.12%"
"Jan 08, 2016","85,781","85,600","85,983","84,855","428.20K","0.20%"
"Jan 07, 2016","85,611","85,100","86,000","84,400","896.44K","0.38%"
"Jan 06, 2016","85,288","83,350","85,820","83,350","581.26K","0.82%"
"Jan 05, 2016","84,592","84,800","85,239","83,500","324.35K","-0.31%"
"Jan 04, 2016","84,857","86,400","86,400","84,555","281.12K","-2.81%"
"Dec 31, 2015","87,314","88,309","88,309","86,441","95.10K","0.22%"
"Dec 30, 2015","87,126","84,800","87,326","84,800","127.82K","1.40%"
"Dec 29, 2015","85,927","86,600","86,987","85,138","113.37K","0.15%"
"Dec 28, 2015","85,799","85,499","87,900","84,856","122.68K","0.56%"
"Dec 24, 2015","85,320","84,421","85,320","84,308","110.52K","1.06%"
"Dec 23, 2015","84,421","82,550","84,979","82,550","275.43K","2.30%"
"Dec 22, 2015","82,520","82,940","83,253","82,350","232.29K","-0.51%"
"Dec 21, 2015","82,940","82,529","83,358","82,320","223.38K","0.50%"
"Dec 18, 2015","82,529","84,000","84,618","82,501","534.88K","-2.16%"
"Dec 17, 2015","84,350","84,240","86,371","83,363","2.49M","1.27%"
"Dec 15, 2015","83,296","83,200","83,598","82,198","1.42M","0.00%"
"Dec 14, 2015","83,296","83,990","84,300","82,742","1.16M","-4.24%"
"Dec 11, 2015","86,987","86,200","89,488","85,096","1.81M","2.28%"
"Dec 10, 2015","85,051","84,100","85,753","83,390","2.48M","2.52%"
"Dec 09, 2015","82,961","83,100","83,755","82,581","354.33K","-0.71%"
"Dec 08, 2015","83,555","83,367","84,450","83,160","461.64K","-0.15%"
"Dec 07, 2015","83,684","81,900","84,219","81,650","575.28K","2.18%"
"Dec 04, 2015","81,900","82,613","82,732","80,512","923.03K","-1.46%"
"Dec 03, 2015","83,117","83,886","83,886","82,600","303.24K","-0.92%"
"Dec 02, 2015","83,886","84,800","84,800","83,411","417.33K","0.01%"
"Dec 01, 2015","83,875","84,505","84,505","83,692","565.92K","-0.75%"
"Nov 30, 2015","84,505","84,125","85,200","84,105","274.07K","0.77%"
"Nov 27, 2015","83,863","83,080","84,115","82,632","501.83K","0.94%"
"Nov 26, 2015","83,080","82,562","83,510","82,507","516.31K","0.47%"
"Nov 25, 2015","82,692","81,169","82,990","81,169","897.13K","1.88%"
"Nov 24, 2015","81,168","82,223","82,995","80,801","322.94K","-1.28%"
"Nov 23, 2015","82,223","82,191","82,248","81,348","468.45K","-0.34%"
"Nov 20, 2015","82,507","82,658","83,104","81,837","297.75K","-0.18%"
"Nov 19, 2015","82,658","82,100","83,624","82,010","487.56K","0.68%"
"Nov 18, 2015","82,100","82,405","82,865","81,938","250.35K","-0.37%"
"Nov 17, 2015","82,405","81,885","82,865","81,701","273.12K","1.37%"
"Nov 16, 2015","81,289","80,752","81,738","80,022","423.99K","0.66%"
"Nov 13, 2015","80,752","80,251","81,400","79,721","597.58K","-0.42%"
"Nov 12, 2015","81,090","81,326","81,659","80,708","522.48K","-0.29%"
"Nov 11, 2015","81,326","81,430","81,831","81,066","447.95K","-0.12%"
"Nov 10, 2015","81,426","81,634","81,700","80,790","382.85K","-0.25%"
"Nov 09, 2015","81,634","81,763","82,108","80,875","388.34K","0.16%"
"Nov 06, 2015","81,500","82,357","82,357","80,842","429.58K","-1.04%"
"Nov 05, 2015","82,357","82,398","83,344","82,100","264.32K","-0.05%"
"Nov 04, 2015","82,398","82,196","82,700","81,383","365.96K","0.70%"
"Nov 03, 2015","81,826","81,999","82,106","81,107","304.14K","0.28%"
"Nov 02, 2015","81,595","81,900","81,958","81,006","401.76K","-0.59%"
"Oct 30, 2015","82,077","82,627","82,720","81,499","385.72K","0.16%"
"Oct 29, 2015","81,945","80,700","82,144","80,700","395.89K","1.62%"
"Oct 28, 2015","80,635","79,941","81,120","79,405","421.35K","0.97%"
"Oct 27, 2015","79,861","80,100","80,660","79,656","319.35K","-0.31%"
"Oct 26, 2015","80,106","80,344","80,400","79,498","423.74K","-0.30%"
"Oct 23, 2015","80,344","79,369","80,448","78,810","583.71K","1.60%"
"Oct 22, 2015","79,079","79,121","80,500","78,694","524.52K","-0.32%"
"Oct 21, 2015","79,332","78,400","79,783","78,304","929.61K","1.92%"
"Oct 20, 2015","77,835","78,381","78,799","77,579","382.39K","-0.67%"
"Oct 19, 2015","78,361","77,583","78,361","77,104","333.18K","1.00%"
"Oct 16, 2015","77,583","77,375","77,740","76,600","577.40K","0.93%"
"Oct 15, 2015","76,868","76,897","77,295","76,425","446.00K","-0.04%"
"Oct 14, 2015","76,897","77,100","77,771","76,801","342.92K","-0.39%"
"Oct 13, 2015","77,200","76,854","77,439","76,300","877.53K","1.43%"
"Oct 12, 2015","76,111","76,924","76,924","75,818","841.62K","-0.90%"
"Oct 09, 2015","76,802","77,050","77,075","76,319","665.35K","-0.01%"
"Oct 08, 2015","76,812","76,690","77,505","76,632","224.74K","0.32%"
"Oct 07, 2015","76,569","77,079","77,086","75,948","431.90K","0.24%"
"Oct 06, 2015","76,382","75,889","77,100","75,856","581.72K","0.37%"
"Oct 05, 2015","76,100","76,800","76,826","75,764","582.79K","0.02%"
"Oct 02, 2015","76,081","76,000","77,054","75,874","250.41K","0.94%"
"Oct 01, 2015","75,370","76,300","76,531","75,370","463.21K","-0.87%"
"Sep 30, 2015","76,029","74,700","76,559","74,544","337.76K","1.99%"
"Sep 29, 2015","74,544","75,516","75,516","74,350","418.86K","-1.49%"
"Sep 28, 2015","75,670","75,700","76,872","75,402","531.99K","-0.51%"
"Sep 25, 2015","76,055","74,800","76,315","74,800","814.60K","2.61%"
"Sep 23, 2015","74,124","72,673","74,124","72,673","950.32K","1.64%"
"Sep 22, 2015","72,926","74,500","74,500","72,926","601.67K","-2.45%"
"Sep 21, 2015","74,759","73,455","74,828","73,455","957.52K","1.57%"
"Sep 18, 2015","73,600","73,983","74,099","72,992","1.27M","-0.81%"
"Sep 17, 2015","74,199","73,900","75,258","73,900","2.48M","1.00%"
"Sep 16, 2015","73,464","72,174","73,851","72,107","795.80K","2.40%"
"Sep 15, 2015","71,739","71,260","71,879","70,597","783.02K","0.09%"
"Sep 14, 2015","71,678","71,978","72,678","71,548","497.68K","-0.15%"
"Sep 11, 2015","71,785","72,688","72,804","71,304","964.37K","-1.40%"
"Sep 10, 2015","72,804","72,655","73,529","72,298","498.05K","0.21%"
"Sep 09, 2015","72,655","72,482","73,000","72,223","458.65K","0.40%"
"Sep 08, 2015","72,366","72,500","73,466","72,252","505.90K","0.16%"
"Sep 07, 2015","72,254","71,152","72,259","71,152","739.68K","1.88%"
"Sep 04, 2015","70,922","70,786","71,196","70,206","993.14K","-0.24%"
"Sep 03, 2015","71,094","70,020","71,718","70,020","487.75K","1.66%"
"Sep 02, 2015","69,931","69,700","70,309","69,055","643.85K","1.15%"
"Sep 01, 2015","69,137","69,500","70,100","68,804","400.88K","-1.44%"
"Aug 31, 2015","70,145","70,313","70,888","70,145","293.41K","0.17%"
"Aug 28, 2015","70,023","69,731","70,456","69,433","442.09K","0.42%"
"Aug 27, 2015","69,731","70,050","70,342","68,773","741.86K","-0.22%"
"Aug 26, 2015","69,884","69,423","70,569","69,420","687.37K","0.39%"
"Aug 25, 2015","69,610","69,500","70,845","69,275","1.09M","0.16%"
"Aug 24, 2015","69,500","70,100","70,900","67,876","3.43M","-2.77%"
"Aug 21, 2015","71,483","72,001","72,655","71,368","432.21K","-1.90%"
"Aug 20, 2015","72,866","73,000","73,000","72,118","681.99K","-0.54%"
"Aug 19, 2015","73,262","73,300","73,843","72,786","445.51K","-1.32%"
"Aug 18, 2015","74,243","73,946","74,450","73,381","438.81K","0.40%"
"Aug 17, 2015","73,946","74,116","74,390","73,487","398.40K","-0.45%"
"Aug 14, 2015","74,279","74,100","75,100","74,100","385.33K","0.16%"
"Aug 13, 2015","74,160","74,441","75,340","73,799","456.55K","1.18%"
"Aug 12, 2015","73,293","74,800","75,129","73,293","519.29K","-2.64%"
"Aug 11, 2015","75,279","74,993","75,773","74,744","519.97K","1.43%"
"Aug 07, 2015","74,218","75,622","75,622","74,168","381.09K","-2.21%"
"Aug 06, 2015","75,899","76,052","76,900","75,711","350.33K","-0.36%"
"Aug 05, 2015","76,177","75,525","76,904","75,525","667.11K","0.99%"
"Aug 04, 2015","75,430","74,700","75,838","74,605","472.60K","1.11%"
"Aug 03, 2015","74,605","74,526","75,313","74,501","416.87K","-0.36%"
"Jul 31, 2015","74,872","73,962","75,284","73,962","1.16M","1.18%"
"Jul 30, 2015","74,000","72,079","74,358","72,079","772.81K","2.99%"
"Jul 29, 2015","71,850","70,295","72,177","70,295","1.13M","3.27%"
"Jul 28, 2015","69,577","69,500","69,651","68,871","748.42K","0.41%"
"Jul 27, 2015","69,291","69,399","70,122","68,672","574.55K","-0.16%"
"Jul 24, 2015","69,399","69,301","70,468","69,301","555.43K","0.44%"
"Jul 23, 2015","69,098","70,163","70,525","68,701","645.72K","-0.57%"
"Jul 22, 2015","69,493","70,335","70,582","69,138","1.06M","-1.24%"
"Jul 21, 2015","70,369","70,600","70,929","70,171","784.52K","-0.45%"
"Jul 20, 2015","70,687","70,555","71,177","70,359","576.52K","0.50%"
"Jul 17, 2015","70,336","71,247","71,396","69,899","472.34K","-0.80%"
"Jul 16, 2015","70,902","70,746","71,420","70,688","635.22K","0.35%"
"Jul 15, 2015","70,654","69,875","70,654","69,875","368.32K","1.11%"
"Jul 14, 2015","69,875","69,913","70,499","69,635","323.71K","-0.43%"
"Jul 13, 2015","70,175","70,100","70,851","69,809","568.63K","0.61%"
"Jul 10, 2015","69,750","68,700","69,900","68,324","423.16K","2.09%"
"Jul 09, 2015","68,324","68,000","68,423","67,500","643.18K","0.52%"
"Jul 08, 2015","67,972","66,692","67,972","66,447","816.13K","1.71%"
"Jul 07, 2015","66,826","67,345","67,359","66,644","401.08K","-1.30%"
"Jul 06, 2015","67,705","66,400","68,086","66,115","513.77K","0.93%"
"Jul 03, 2015","67,082","66,964","67,438","66,593","442.49K","0.46%"
"Jul 02, 2015","66,777","67,115","67,318","66,732","402.12K","-0.23%"
"Jul 01, 2015","66,929","65,823","67,177","65,500","411.37K","1.99%"
"Jun 30, 2015","65,622","66,742","67,053","65,560","310.34K","-2.95%"
"Jun 29, 2015","67,617","67,900","68,202","66,711","442.60K","-1.06%"
"Jun 26, 2015","68,344","68,000","68,600","67,281","459.99K","0.89%"
"Jun 25, 2015","67,742","68,237","68,739","67,666","327.05K","-1.54%"
"Jun 24, 2015","68,800","68,800","69,376","67,500","483.16K","0.02%"
"Jun 23, 2015","68,783","68,591","69,273","68,382","356.52K","0.28%"
"Jun 22, 2015","68,591","69,111","69,633","68,296","354.09K","0.27%"
"Jun 19, 2015","68,407","68,577","69,568","68,364","504.55K","-0.25%"
"Jun 18, 2015","68,577","68,350","68,577","67,539","2.24M","0.33%"
"Jun 17, 2015","68,350","67,705","68,670","66,177","1.39M","3.72%"
"Jun 15, 2015","65,900","65,200","66,240","65,200","274.13K","0.61%"
"Jun 12, 2015","65,500","65,971","66,063","65,410","380.94K","-0.72%"
"Jun 11, 2015","65,972","65,614","66,400","65,358","397.76K","0.55%"
"Jun 10, 2015","65,613","65,208","65,683","64,500","310.05K","0.57%"
"Jun 09, 2015","65,243","65,780","65,999","64,712","606.81K","-1.16%"
"Jun 08, 2015","66,009","66,272","66,272","65,001","682.03K","0.26%"
"Jun 05, 2015","65,841","66,349","66,700","65,652","638.33K","-1.10%"
"Jun 04, 2015","66,573","66,200","67,003","66,101","694.35K","-0.48%"
"Jun 03, 2015","66,896","65,872","67,000","65,668","606.54K","1.50%"
"Jun 02, 2015","65,905","66,671","66,671","65,343","542.53K","-1.66%"
"Jun 01, 2015","67,018","67,299","68,360","66,964","520.02K","-0.54%"
"May 29, 2015","67,382","68,509","68,509","67,382","407.59K","-1.54%"
"May 28, 2015","68,433","68,038","68,857","67,769","598.25K","0.46%"
"May 27, 2015","68,121","66,750","68,190","66,750","1.18M","2.05%"
"May 26, 2015","66,750","66,892","67,368","66,226","358.92K","-0.21%"
"May 25, 2015","66,892","67,000","67,327","66,751","163.96K","-0.23%"
"May 22, 2015","67,045","67,100","67,500","66,925","510.86K","-0.09%"
"May 21, 2015","67,103","67,100","67,225","66,435","471.88K","0.00%"
"May 20, 2015","67,100","67,300","67,543","66,863","345.75K","-0.28%"
"May 19, 2015","67,287","66,681","67,754","66,508","326.91K","0.88%"
"May 18, 2015","66,697","66,732","67,144","65,879","301.05K","-0.02%"
"May 15, 2015","66,710","67,425","67,425","66,500","237.28K","-0.23%"
"May 14, 2015","66,867","67,245","67,479","66,386","607.57K","0.11%"
"May 13, 2015","66,794","67,250","67,925","66,535","907.88K","-0.68%"
"May 12, 2015","67,250","67,800","67,948","66,874","1.40M","-0.90%"
"May 11, 2015","67,862","66,976","67,930","66,686","816.38K","1.32%"
"May 08, 2015","66,976","66,700","67,896","66,546","901.90K","2.25%"
"May 07, 2015","65,501","65,589","65,876","64,263","614.11K","0.17%"
"May 06, 2015","65,393","64,715","65,792","64,715","433.00K","0.60%"
"May 05, 2015","65,000","66,773","67,201","65,000","280.86K","-2.66%"
"May 04, 2015","66,773","66,359","66,894","65,705","324.61K","1.23%"
"Apr 30, 2015","65,964","65,585","66,000","65,123","970.25K","0.46%"
"Apr 29, 2015","65,660","65,801","66,573","65,257","965.34K","-0.74%"
"Apr 28, 2015","66,151","68,010","68,149","65,942","576.81K","-3.71%"
"Apr 24, 2015","68,700","68,400","69,183","68,279","1.00M","0.16%"
"Apr 23, 2015","68,589","68,280","69,350","68,275","363.04K","0.10%"
"Apr 22, 2015","68,522","68,121","68,654","67,106","487.53K","0.59%"
"Apr 21, 2015","68,121","67,880","68,601","67,663","668.14K","0.36%"
"Apr 20, 2015","67,875","67,256","68,149","67,246","280.33K","0.92%"
"Apr 17, 2015","67,256","66,800","67,990","66,642","438.13K","0.99%"
"Apr 16, 2015","66,597","66,194","66,979","65,732","494.65K","0.01%"
"Apr 15, 2015","66,590","65,100","66,734","65,100","277.89K","2.26%"
"Apr 14, 2015","65,120","65,022","65,543","64,501","408.58K","0.15%"
"Apr 13, 2015","65,022","65,100","65,500","64,800","606.08K","-0.12%"
"Apr 10, 2015","65,099","64,000","65,099","63,899","352.93K","2.36%"
"Apr 09, 2015","63,600","63,430","63,935","63,123","539.90K","0.73%"
"Apr 08, 2015","63,137","63,909","63,909","63,100","296.49K","-1.21%"
"Apr 07, 2015","63,909","63,318","63,965","63,318","224.33K","1.20%"
"Apr 02, 2015","63,151","63,001","63,622","62,317","495.57K","0.46%"
"Apr 01, 2015","62,861","62,713","63,337","62,346","331.26K","-0.06%"
"Mar 31, 2015","62,900","64,606","64,704","62,751","432.09K","-2.44%"
"Mar 30, 2015","64,474","64,000","64,500","63,591","368.90K","1.70%"
"Mar 27, 2015","63,399","63,400","63,925","63,100","535.72K","-0.00%"
"Mar 26, 2015","63,400","63,801","64,200","63,034","525.69K","-1.11%"
"Mar 25, 2015","64,112","64,699","64,699","63,961","455.32K","-1.71%"
"Mar 24, 2015","65,225","65,827","66,620","65,185","307.08K","-0.92%"
"Mar 23, 2015","65,828","65,600","66,199","65,300","423.39K","0.54%"
"Mar 20, 2015","65,477","66,100","66,367","65,477","355.87K","-1.06%"
"Mar 19, 2015","66,179","66,775","67,173","66,023","1.57M","-0.52%"
"Mar 18, 2015","66,527","65,645","66,795","65,406","428.46K","1.35%"
"Mar 17, 2015","65,644","66,372","66,512","65,331","388.21K","-1.10%"
"Mar 16, 2015","66,372","65,392","66,372","64,644","563.40K","-0.43%"
"Mar 13, 2015","66,660","66,721","67,281","66,550","562.67K","-0.09%"
"Mar 12, 2015","66,721","66,580","67,002","66,010","1.00M","0.21%"
"Mar 11, 2015","66,578","68,391","68,391","66,388","459.28K","-2.51%"
"Mar 10, 2015","68,289","68,273","69,082","67,999","593.35K","0.02%"
"Mar 09, 2015","68,272","68,781","69,429","68,272","595.60K","-2.08%"
"Mar 06, 2015","69,723","69,551","70,190","69,196","354.65K","0.31%"
"Mar 05, 2015","69,508","68,204","69,789","68,204","471.23K","1.91%"
"Mar 04, 2015","68,204","68,130","68,787","67,524","302.11K","0.11%"
"Mar 03, 2015","68,130","67,700","68,837","67,300","295.84K","0.73%"
"Mar 02, 2015","67,635","67,752","68,300","67,303","293.89K","-0.01%"
"Feb 27, 2015","67,641","67,236","67,945","66,885","461.63K","0.60%"
